,index,date,season,team1,team2,score1,score2,team1_elo,team2_elo
5456,37596,1995-02-28,1995,SAS,CLE,100.0,83.0,1778.70640599718,1643.852861307248
5457,37597,1995-02-28,1995,WSB,PHI,102.0,106.0,1157.8810549188045,1208.6336047863122
5458,37598,1995-02-28,1995,DAL,HOU,102.0,101.0,1014.375951072775,1734.2591208367392
5459,37599,1995-02-28,1995,LAC,PHO,110.0,99.0,1250.7810224730017,1813.0657672295506
5460,37600,1995-03-01,1995,BOS,WSB,124.0,125.0,1418.0122761581506,1166.9239160909974
5461,37601,1995-03-01,1995,DET,IND,92.0,79.0,1335.777112846579,1679.3151866765136
5462,37602,1995-03-01,1995,GSW,UTA,85.0,98.0,1415.9626326702203,1746.6511741698705
5463,37603,1995-03-01,1995,LAL,PHO,93.0,101.0,1580.624511998695,1818.9479598970674
5464,37604,1995-03-01,1995,SAC,MIN,87.0,98.0,1396.8314141584103,1049.1591215015578
5465,37605,1995-03-01,1995,CHI,MIA,111.0,85.0,1622.4704983451873,1431.992943474178
5466,37606,1995-03-02,1995,NYK,CHI,93.0,89.0,1746.6960320893845,1615.9913827528335
5467,37607,1995-03-02,1995,HOU,ORL,96.0,107.0,1728.0990162875378,1727.5685674820338
5468,37608,1995-03-02,1995,DAL,CLE,90.0,84.0,1020.937572619054,1630.1048176789272
5469,37609,1995-03-02,1995,LAC,SEA,88.0,116.0,1245.7039527078673,1792.0888547954196
5470,37610,1995-03-02,1995,MIL,ATL,102.0,93.0,1288.1459851668678,1557.6597399733248
5471,37611,1995-03-02,1995,POR,CHH,99.0,109.0,1618.3721964289432,1645.5006086077926
5472,37612,1995-03-03,1995,WSB,IND,111.0,106.0,1177.2544531450762,1664.5334111166458
5473,37613,1995-03-03,1995,ATL,DET,94.0,78.0,1562.071369631333,1328.6017577324826
5474,37614,1995-03-03,1995,BOS,MIL,103.0,91.0,1422.2999957972145,1280.9378803912798
5475,37615,1995-03-03,1995,DEN,MIA,100.0,98.0,1394.5693380709804,1420.0860259325923
5476,37616,1995-03-03,1995,GSW,CHH,86.0,116.0,1410.4459576673346,1650.1648364704854
5477,37617,1995-03-03,1995,LAL,SAC,109.0,104.0,1586.9557530833922,1390.540277399693
5478,37618,1995-03-03,1995,MIN,HOU,108.0,105.0,1057.6843080776528,1714.7225843590647
5479,37619,1995-03-03,1995,NJN,PHI,98.0,102.0,1452.5238654481689,1208.6321832876026
5480,37620,1995-03-03,1995,PHO,SEA,122.0,118.0,1837.2294436341654,1788.895719666664
5481,37621,1995-03-03,1995,SAS,ORL,112.0,111.0,1801.5205637303989,1725.6787623493951
5482,37622,1995-03-04,1995,DAL,DET,91.0,98.0,1009.8750392506889,1329.7567934549377
5483,37623,1995-03-04,1995,IND,BOS,101.0,107.0,1650.940985230838,1436.7232211039268
5484,37624,1995-03-04,1995,UTA,POR,98.0,81.0,1760.1630424099326,1614.303962655944
5485,37625,1995-03-04,1995,PHI,CHI,94.0,106.0,1206.9412102187225,1620.7942046903152
5486,37626,1995-03-04,1995,LAC,DEN,89.0,101.0,1235.3833702075963,1399.1103619692008
5487,37627,1995-03-04,1995,CLE,NYK,76.0,89.0,1626.0687497284478,1759.473582440577
5488,37628,1995-03-05,1995,ORL,ATL,113.0,111.0,1730.811489561303,1557.237006959036
5489,37629,1995-03-05,1995,SAS,HOU,124.0,103.0,1808.2873897739344,1707.6774876842276
5490,37630,1995-03-05,1995,MIA,WSB,103.0,90.0,1423.221252265014,1171.3541434011481
5491,37631,1995-03-05,1995,NJN,MIL,99.0,94.0,1457.8129856662997,1274.2151573675103
5492,37632,1995-03-05,1995,SAC,CHH,88.0,80.0,1404.9819619612827,1636.073096783363
5493,37633,1995-03-05,1995,GSW,PHO,112.0,122.0,1408.0612647610535,1838.424543536223
5494,37634,1995-03-05,1995,LAL,MIN,105.0,102.0,1588.7019421116056,1056.2090618693085
5495,37635,1995-03-06,1995,SEA,GSW,103.0,106.0,1772.581284626731,1424.910002375233
5496,37636,1995-03-06,1995,LAC,MIN,101.0,88.0,1239.658376488263,1049.5778340800507
5497,37637,1995-03-06,1995,CHI,POR,103.0,83.0,1630.3823498441075,1605.1235020273766
5498,37638,1995-03-07,1995,HOU,PHO,102.0,113.0,1702.3406136628469,1845.4367262260575
5499,37639,1995-03-07,1995,MIL,POR,100.0,106.0,1270.7729972499726,1607.45809391576
5500,37640,1995-03-07,1995,NYK,BOS,115.0,110.0,1762.4028678604018,1434.2106432315236
5501,37641,1995-03-07,1995,SAC,UTA,95.0,102.0,1402.7452246006278,1762.1429978407236
5502,37642,1995-03-07,1995,SAS,IND,100.0,117.0,1795.7007533392464,1664.5537614756772
5503,37643,1995-03-07,1995,CLE,DET,89.0,81.0,1629.1920450697917,1326.5256269235388
5504,37644,1995-03-07,1995,DAL,DEN,96.0,99.0,1007.3947505455751,1400.8781834308907
5505,37645,1995-03-07,1995,MIA,LAL,110.0,104.0,1436.674005435446,1575.187311701872
5506,37646,1995-03-08,1995,GSW,LAC,120.0,107.0,1429.9362437178631,1235.1167272184807
5507,37647,1995-03-08,1995,WSB,DET,105.0,114.0,1164.8404875773776,1332.0857671908639
5508,37648,1995-03-08,1995,UTA,DAL,114.0,87.0,1762.4725779456292,1007.1189517205685
5509,37649,1995-03-08,1995,PHI,NJN,108.0,115.0,1203.4856931098163,1461.3290683267771
5510,37650,1995-03-08,1995,ORL,LAL,114.0,110.0,1736.4531117824101,1569.4743971514863
5511,37651,1995-03-08,1995,ATL,DEN,99.0,88.0,1562.7419691636705,1395.5493051404476
5512,37652,1995-03-08,1995,BOS,NYK,100.0,108.0,1431.8752408167227,1764.2138544950885
5513,37653,1995-03-08,1995,MIN,SEA,104.0,118.0,1051.371134872063,1771.4398386255339
5514,37654,1995-03-09,1995,SAC,IND,94.0,109.0,1399.559522967528,1667.3194995288986
5515,37655,1995-03-09,1995,CHH,SEA,112.0,99.0,1648.9913855673328,1758.4823951902363
5516,37656,1995-03-09,1995,CLE,SAS,98.0,100.0,1623.4864554752382,1799.873798291622
5517,37657,1995-03-09,1995,MIA,POR,90.0,99.0,1431.774851286827,1612.2104041656855
5518,37658,1995-03-10,1995,WSB,MIL,111.0,114.0,1159.47869334163,1278.5649312735368
5519,37659,1995-03-10,1995,MIN,LAL,109.0,103.0,1067.3704092311864,1551.4743187707452
5520,37660,1995-03-10,1995,ORL,POR,97.0,85.0,1743.4414806176346,1606.5468050026666
5521,37661,1995-03-10,1995,PHI,SAS,94.0,100.0,1202.2309052515147,1801.7726744787699
5522,37662,1995-03-10,1995,PHO,IND,97.0,112.0,1832.0304165198509,1682.437444422265
5523,37663,1995-03-10,1995,UTA,SAC,110.0,93.0,1765.2552796038399,1396.8817185802875
5524,37664,1995-03-10,1995,ATL,NYK,108.0,81.0,1577.709674838721,1751.5128419054574
5525,37665,1995-03-10,1995,BOS,NJN,81.0,111.0,1422.695143582403,1469.8524583428805
5526,37666,1995-03-10,1995,CHI,CLE,99.0,76.0,1640.0377110410686,1614.9949344932031
5527,37667,1995-03-10,1995,DET,DEN,88.0,99.0,1323.6553739947976,1402.7554492037634
5528,37668,1995-03-10,1995,LAC,GSW,121.0,102.0,1248.2310939746717,1415.1740148665667
5529,37669,1995-03-11,1995,WSB,NJN,110.0,102.0,1171.4637214790496,1453.2825065038728
5530,37670,1995-03-11,1995,NYK,SEA,84.0,96.0,1743.3222751547112,1770.6476318351845
5531,37671,1995-03-11,1995,HOU,DAL,109.0,102.0,1704.1747994518523,1002.447601328166
5532,37672,1995-03-11,1995,CHI,LAL,105.0,108.0,1628.8385681721952,1563.7614741437847
5533,37673,1995-03-11,1995,CHH,MIA,104.0,95.0,1654.8137702031572,1426.749036203561
5534,37674,1995-03-12,1995,ORL,SAS,110.0,104.0,1756.3537404810545,1792.916933951434
5535,37675,1995-03-12,1995,BOS,ATL,98.0,104.0,1416.8512193039699,1583.5371326282143
5536,37676,1995-03-12,1995,DET,SEA,94.0,134.0,1321.560011006463,1771.764725601192
5537,37677,1995-03-12,1995,LAC,SAC,93.0,105.0,1242.0914906174019,1402.0651763869985
5538,37678,1995-03-12,1995,MIA,UTA,86.0,96.0,1424.5217592951806,1768.7473298621637
5539,37679,1995-03-12,1995,MIL,DEN,93.0,109.0,1270.073375815205,1408.7202488738512
5540,37680,1995-03-12,1995,MIN,POR,88.0,102.0,1064.9902240548608,1607.803318434043
5541,37681,1995-03-12,1995,PHI,CLE,72.0,92.0,1199.4382142961115,1616.7566782080219
5542,37682,1995-03-12,1995,PHO,GSW,117.0,124.0,1816.8811810323039,1432.3355968336334
5543,37683,1995-03-13,1995,LAL,IND,93.0,91.0,1576.5986978015906,1671.2317700849458
5544,37684,1995-03-13,1995,ATL,HOU,86.0,97.0,1577.3943991128617,1710.9371689159286
5545,37685,1995-03-13,1995,CHH,WSB,103.0,106.0,1637.9840795349776,1187.0055816214747
5546,37686,1995-03-13,1995,GSW,DAL,125.0,130.0,1413.8621768317598,1013.6206405859634
5547,37687,1995-03-14,1995,NYK,DEN,94.0,74.0,1748.7047316569606,1404.982043600551
5548,37688,1995-03-14,1995,SAS,MIN,115.0,100.0,1796.7161359706784,1058.1184127108102
5549,37689,1995-03-14,1995,WSB,CHI,93.0,106.0,1184.387409872885,1631.666752480626
5550,37690,1995-03-14,1995,SEA,BOS,113.0,93.0,1777.1993549127556,1413.7403881299215
5551,37691,1995-03-14,1995,SAC,DAL,90.0,91.0,1383.0964443763694,1029.5508487227207
5552,37692,1995-03-14,1995,POR,MIA,121.0,114.0,1614.599294309902,1418.3765911878168
5553,37693,1995-03-14,1995,PHO,DET,116.0,109.0,1822.0680235723235,1317.7724664149903
5554,37694,1995-03-14,1995,PHI,HOU,107.0,136.0,1193.1670537768373,1714.4818377428423
5555,37695,1995-03-14,1995,ORL,UTA,95.0,107.0,1750.7947759618041,1782.3041781145482
5556,37696,1995-03-14,1995,MIL,CHH,99.0,86.0,1282.333449965279,1622.322180077395
5557,37697,1995-03-15,1995,CHI,ATL,99.0,86.0,1640.5636461870902,1570.5914379100157
5558,37698,1995-03-15,1995,LAC,DET,117.0,87.0,1248.5607243923484,1305.3485988298796
5559,37699,1995-03-15,1995,GSW,LAL,119.0,108.0,1426.9958135115094,1564.2028670893303
5560,37700,1995-03-15,1995,NJN,ORL,108.0,99.0,1468.4252506420457,1736.846125144013
5561,37701,1995-03-15,1995,IND,MIL,117.0,108.0,1676.5338126142613,1279.5915006825799
5562,37702,1995-03-16,1995,POR,BOS,113.0,98.0,1619.9400255659298,1408.2725965932202
5563,37703,1995-03-16,1995,CHH,PHO,105.0,108.0,1618.1533310006246,1828.813850281776
5564,37704,1995-03-16,1995,CLE,UTA,93.0,85.0,1633.6230070242204,1771.0201832757302
5565,37705,1995-03-16,1995,DEN,SAC,123.0,101.0,1412.923148811335,1373.3316875837806
5566,37706,1995-03-16,1995,HOU,MIN,104.0,97.0,1716.660295612131,1053.1087793184092
5567,37707,1995-03-16,1995,SAS,PHI,112.0,86.0,1800.2888674177539,1190.1557644210498
5568,37708,1995-03-16,1995,SEA,MIA,103.0,78.0,1782.2416054258154,1415.7195156711668
5569,37709,1995-03-17,1995,WSB,NYK,81.0,89.0,1180.6086743591586,1751.687982059771
5570,37710,1995-03-17,1995,LAC,MIA,98.0,120.0,1242.7477506612227,1421.0459213277195
5571,37711,1995-03-17,1995,LAL,BOS,92.0,118.0,1550.7793842374695,1421.8260678963463
5572,37712,1995-03-17,1995,MIN,CLE,80.0,77.0,1068.558296022781,1615.9522981473751
5573,37713,1995-03-17,1995,NJN,UTA,98.0,103.0,1465.4358669544931,1775.4433348593166
5574,37714,1995-03-17,1995,SAC,GSW,128.0,110.0,1383.5129951829708,1415.3287403472673
5575,37715,1995-03-17,1995,CHI,MIL,87.0,86.0,1644.1442548495424,1276.2081819457628
5576,37716,1995-03-17,1995,DAL,PHI,103.0,101.0,1036.4762819513433,1173.9748234745975
5577,37717,1995-03-17,1995,IND,ORL,107.0,97.0,1689.0793757747824,1727.3735266583112
5578,37718,1995-03-18,1995,SEA,DET,133.0,110.0,1785.7201093060419,1301.9843100355379
5579,37719,1995-03-18,1995,SAS,DAL,116.0,106.0,1802.8280621808003,1036.3000502161108
5580,37720,1995-03-18,1995,NYK,NJN,92.0,91.0,1756.7156330074533,1462.3753082676037
5581,37721,1995-03-18,1995,DEN,POR,110.0,90.0,1426.8511689364725,1606.3686099571385
5582,37722,1995-03-18,1995,ATL,PHO,122.0,117.0,1587.3506402118428,1817.3262792980995
5583,37723,1995-03-19,1995,MIN,LAC,96.0,93.0,1079.8640427755156,1225.0118341517946
5584,37724,1995-03-19,1995,LAL,SAC,121.0,116.0,1556.6606004353364,1377.6114926228668
5585,37725,1995-03-19,1995,MIA,PHO,117.0,121.0,1418.216326695547,1819.2126171828295
5586,37726,1995-03-19,1995,MIL,BOS,95.0,94.0,1287.9697468793383,1407.43685012537
5587,37727,1995-03-19,1995,WSB,CLE,96.0,90.0,1192.1257228090158,1599.5245405733815
5588,37728,1995-03-19,1995,CHH,UTA,108.0,104.0,1634.245743011806,1765.5360773478167
5589,37729,1995-03-19,1995,GSW,DET,117.0,115.0,1420.755918036356,1293.1853202982575
5590,37730,1995-03-19,1995,HOU,PHI,114.0,103.0,1721.5487563576446,1169.503094612097
5591,37731,1995-03-19,1995,IND,CHI,103.0,96.0,1699.3921780352407,1637.649949303546
5592,37732,1995-03-20,1995,ATL,LAC,106.0,102.0,1590.0069940544556,1221.5471551124947
5593,37733,1995-03-20,1995,CLE,DAL,100.0,102.0,1581.7024672073815,1046.5478353768387
5594,37734,1995-03-20,1995,SAC,DEN,91.0,89.0,1386.8967663795927,1414.7425071829864
5595,37735,1995-03-20,1995,SAS,SEA,104.0,96.0,1817.3057696655467,1781.7518540781894
5596,37736,1995-03-21,1995,ORL,PHO,126.0,102.0,1743.49764338082,1811.6989228845655
5597,37737,1995-03-21,1995,DET,NJN,102.0,95.0,1305.350896388969,1447.7202562070265
5598,37738,1995-03-21,1995,HOU,SEA,102.0,104.0,1715.4345638853438,1790.1883625848495
5599,37739,1995-03-21,1995,MIA,IND,97.0,95.0,1432.7247760925811,1685.683944642107
5600,37740,1995-03-21,1995,MIL,GSW,115.0,109.0,1297.2079105029227,1406.716104289069
5601,37741,1995-03-21,1995,NYK,CHH,69.0,78.0,1750.404105460386,1648.812481451055
5602,37742,1995-03-21,1995,POR,WSB,111.0,106.0,1610.379414126841,1186.4395806889809
5603,37743,1995-03-22,1995,LAL,POR,121.0,114.0,1568.751055176531,1599.4464627093896
5604,37744,1995-03-22,1995,MIN,DAL,96.0,99.0,1061.445220448576,1053.6560892106768
5605,37745,1995-03-22,1995,NJN,SAS,85.0,102.0,1445.496251510049,1821.343279560672
5606,37746,1995-03-22,1995,PHI,GSW,119.0,102.0,1179.7581410183916,1391.1474333909027
5607,37747,1995-03-22,1995,UTA,DEN,103.0,91.0,1771.397058161212,1411.8687567200313
5608,37748,1995-03-22,1995,ATL,MIA,84.0,98.0,1577.9033021708838,1446.02807538402
5609,37749,1995-03-22,1995,BOS,CHI,107.0,124.0,1401.5433533818152,1643.7414984309944
5610,37750,1995-03-22,1995,CLE,SAC,101.0,89.0,1587.0427248508267,1381.3232708995165
5611,37751,1995-03-22,1995,IND,LAC,107.0,103.0,1687.469763164483,1216.1042898354256
5612,37752,1995-03-23,1995,DEN,NYK,101.0,104.0,1409.573051148878,1752.8910492145712
5613,37753,1995-03-23,1995,SEA,WSB,108.0,103.0,1792.3062048889024,1185.662782864702
5614,37754,1995-03-23,1995,ORL,CHH,105.0,93.0,1751.9094744773379,1641.8167643414058
5615,37755,1995-03-23,1995,MIL,LAC,104.0,93.0,1304.5051548421088,1209.2435313678243
5616,37756,1995-03-23,1995,HOU,UTA,104.0,112.0,1708.2586503300768,1778.7903444480796
5617,37757,1995-03-23,1995,DET,DAL,94.0,102.0,1288.6848156198453,1068.4648957463492
5618,37758,1995-03-24,1995,MIN,SAS,97.0,111.0,1060.6274499610909,1822.1728523754266
5619,37759,1995-03-24,1995,CHI,ORL,99.0,106.0,1636.918486717188,1758.8191977532958
5620,37760,1995-03-24,1995,CLE,ATL,75.0,74.0,1596.2557627544484,1568.4670119113134
5621,37761,1995-03-24,1995,IND,SAC,103.0,96.0,1690.0853221029993,1378.688929770332
5622,37762,1995-03-24,1995,LAL,WSB,113.0,103.0,1570.6225353376715,1183.976184210106
5623,37763,1995-03-24,1995,MIA,GSW,115.0,111.0,1454.2544539089306,1383.398742139071
5624,37764,1995-03-24,1995,PHI,BOS,75.0,107.0,1176.651556956294,1406.053224014981
5625,37765,1995-03-24,1995,PHO,HOU,97.0,99.0,1801.1128780688791,1720.6874250068533
5626,37766,1995-03-24,1995,POR,SEA,118.0,122.0,1594.6058363736443,1796.5908544445601
5627,37767,1995-03-25,1995,LAC,NYK,86.0,94.0,1208.6936646674426,1753.174197619699
5628,37768,1995-03-25,1995,MIA,NJN,95.0,96.0,1444.520214862859,1455.3263131465178
5629,37769,1995-03-25,1995,PHI,IND,75.0,84.0,1175.868582445225,1690.6485699764667
5630,37770,1995-03-25,1995,ATL,CHI,98.0,99.0,1560.5811074095068,1644.1701953711106
5631,37771,1995-03-25,1995,CHH,CLE,105.0,97.0,1649.7671238854268,1587.649848897064
5632,37772,1995-03-25,1995,DAL,UTA,117.0,110.0,1085.2366510043992,1761.967411293635
5633,37773,1995-03-25,1995,DET,BOS,104.0,103.0,1300.0926776760793,1392.5722094663265
5634,37774,1995-03-25,1995,MIL,SAS,105.0,113.0,1302.0851248923807,1824.910703286913
5635,37775,1995-03-26,1995,LAL,HOU,107.0,96.0,1584.6957832269352,1709.2120770518243
5636,37776,1995-03-26,1995,ORL,GSW,132.0,98.0,1762.571140242783,1380.4585337021913
5637,37777,1995-03-26,1995,MIN,SAC,98.0,104.0,1055.4343663364994,1380.429232497509
5638,37778,1995-03-26,1995,POR,DEN,98.0,102.0,1581.3431216275499,1423.0381316283333
5639,37779,1995-03-26,1995,SEA,NYK,93.0,82.0,1807.8706745474503,1747.431196280645
5640,37780,1995-03-27,1995,DET,SAS,93.0,114.0,1299.0221732341847,1826.2055868992097
5641,37781,1995-03-27,1995,UTA,WSB,128.0,102.0,1763.036236570323,1180.648931653321
5642,37782,1995-03-27,1995,DEN,LAC,113.0,104.0,1427.3977809961652,1201.8342490902264
5643,37783,1995-03-27,1995,IND,NJN,98.0,87.0,1696.1723841000412,1451.0848204098002
5644,37784,1995-03-28,1995,HOU,LAL,96.0,106.0,1696.2721601590665,1597.4628840279097
5645,37785,1995-03-28,1995,DAL,MIL,114.0,93.0,1098.6826048124162,1286.6815408420268
5646,37786,1995-03-28,1995,MIA,BOS,115.0,126.0,1432.9275426610916,1403.2144627193381
5647,37787,1995-03-28,1995,NJN,GSW,113.0,127.0,1439.4439547810182,1391.5760059099807
5648,37788,1995-03-28,1995,NYK,CHI,111.0,113.0,1735.8507720767327,1658.4136153430009
5649,37789,1995-03-28,1995,PHO,UTA,102.0,111.0,1794.1581451285397,1774.619901344517
5650,37790,1995-03-28,1995,POR,ATL,91.0,102.0,1571.4811670610225,1571.5173916850356
5651,37791,1995-03-28,1995,SAC,ORL,117.0,106.0,1396.622178219136,1747.4908706648387
5652,37792,1995-03-29,1995,IND,CLE,107.0,96.0,1704.5413468775757,1582.6141041834114
5653,37793,1995-03-29,1995,PHI,CHH,99.0,81.0,1186.298723661096,1635.3467902502612
5654,37794,1995-03-29,1995,SAS,LAL,107.0,84.0,1834.243794250553,1594.7605801511672
5655,37795,1995-03-29,1995,SEA,MIN,109.0,92.0,1811.802174204658,1049.2306382909146
5656,37796,1995-03-29,1995,WSB,MIA,97.0,101.0,1173.2739326058477,1435.8250528363992
5657,37797,1995-03-29,1995,DET,NYK,97.0,107.0,1295.3668752606407,1739.1697025808548
5658,37798,1995-03-30,1995,CHH,DAL,107.0,125.0,1617.628347026354,1110.4451543045877
5659,37799,1995-03-30,1995,SAC,PHO,96.0,113.0,1393.9159189809618,1800.0381829747803
5660,37800,1995-03-30,1995,NJN,POR,103.0,106.0,1432.5351431095492,1578.4728511957442
5661,37801,1995-03-30,1995,LAC,HOU,96.0,108.0,1195.6179473492105,1700.6361696869542
5662,37802,1995-03-30,1995,GSW,ATL,80.0,108.0,1385.1643618083583,1577.3509254284093
5663,37803,1995-03-30,1995,CHI,BOS,100.0,82.0,1663.8496889645426,1398.4074152208116
5664,37804,1995-03-31,1995,SEA,SAC,120.0,95.0,1814.1346763391862,1392.6279854691809
5665,37805,1995-03-31,1995,PHI,POR,86.0,85.0,1201.6930927145331,1561.323739547232
5666,37806,1995-03-31,1995,PHO,MIN,106.0,96.0,1800.798109743825,1045.8972134319752
5667,37807,1995-03-31,1995,SAS,MIL,118.0,102.0,1837.1506089081354,1282.2070314745433
5668,37808,1995-03-31,1995,UTA,ORL,98.0,101.0,1768.632409522525,1760.5927529262538
5669,37809,1995-03-31,1995,BOS,MIA,100.0,99.0,1408.557648158169,1424.787266032528
5670,37810,1995-03-31,1995,CLE,WSB,98.0,88.0,1585.1849769671521,1169.3458865982907
5671,37811,1995-03-31,1995,IND,DEN,92.0,107.0,1691.5507889091793,1441.6986838479545
5672,37812,1995-03-31,1995,LAL,ATL,121.0,107.0,1604.6629112344206,1568.7462924717124
5673,37813,1995-03-31,1995,NYK,DAL,101.0,90.0,1742.0655363822934,1108.6467532806143
5674,37814,1995-04-01,1995,LAC,UTA,116.0,98.0,1210.4875977129623,1752.656913040478
5675,37815,1995-04-01,1995,HOU,MIL,87.0,93.0,1686.4398913552895,1296.6331470526316
5676,37816,1995-04-01,1995,GSW,MIN,104.0,126.0,1365.872852043196,1054.433102246974
5677,37817,1995-04-01,1995,CHI,PHI,91.0,84.0,1668.6144448929895,1195.2268873245162
5678,37818,1995-04-02,1995,IND,POR,104.0,93.0,1700.4349530680345,1556.3027817566485
5679,37819,1995-04-02,1995,SEA,ATL,105.0,83.0,1824.3813950422602,1566.0914859445897
5680,37820,1995-04-02,1995,SAS,PHO,109.0,106.0,1851.266306988141,1797.1874084638923
5681,37821,1995-04-02,1995,NJN,NYK,85.0,94.0,1428.6349191896709,1748.0292540920184
5682,37822,1995-04-02,1995,MIA,CHH,92.0,105.0,1419.0005790744642,1624.2040574065616
5683,37823,1995-04-02,1995,BOS,DAL,94.0,87.0,1410.0669813280645,1101.0109401759555
5684,37824,1995-04-02,1995,CLE,DEN,101.0,104.0,1573.2372901787198,1454.2533828141275
5685,37825,1995-04-02,1995,DET,WSB,110.0,105.0,1296.8331744618506,1158.0046458582412
5686,37826,1995-04-02,1995,LAL,ORL,119.0,112.0,1619.763102126083,1751.3111794984572
5687,37827,1995-04-04,1995,CLE,BOS,92.0,97.0,1559.669594197256,1423.487205892688
5688,37828,1995-04-04,1995,DEN,LAL,101.0,104.0,1448.8834909540592,1625.1554654050944
5689,37829,1995-04-04,1995,GSW,PHO,122.0,114.0,1382.996785225847,1781.309008976359
5690,37830,1995-04-04,1995,LAC,SAS,89.0,113.0,1206.321708671207,1853.7807760793005
5691,37831,1995-04-04,1995,MIA,PHI,95.0,92.0,1422.5808434893615,1189.9884834503182
5692,37832,1995-04-04,1995,NYK,IND,90.0,94.0,1738.6937338722082,1712.2028666811989
5693,37833,1995-04-04,1995,POR,MIN,95.0,91.0,1557.5355558765796,1051.9849257974151
5694,37834,1995-04-04,1995,SAC,HOU,109.0,105.0,1405.6892965854856,1672.1525024700572
5695,37835,1995-04-04,1995,UTA,SEA,114.0,92.0,1768.093355571589,1815.7099199527709
5696,37836,1995-04-05,1995,NJN,CHI,101.0,108.0,1424.217753422216,1673.5296502578924
5697,37837,1995-04-05,1995,DAL,LAL,130.0,111.0,1112.700228873389,1608.559321881766
5698,37838,1995-04-05,1995,IND,WSB,102.0,90.0,1714.8147388562186,1151.924953605667
5699,37839,1995-04-05,1995,MIL,NYK,94.0,114.0,1292.0339165930043,1742.0640804690981
5700,37840,1995-04-05,1995,ORL,DET,128.0,125.0,1755.9408036542272,1292.567899468892
5701,37841,1995-04-05,1995,ATL,CLE,96.0,87.0,1576.3169480521308,1551.028627626447
5702,37842,1995-04-05,1995,CHH,PHI,84.0,66.0,1627.3971923053682,1186.1530161283897
5703,37843,1995-04-06,1995,DEN,SEA,100.0,106.0,1446.256014070286,1818.9128012354695
5704,37844,1995-04-06,1995,GSW,HOU,102.0,110.0,1379.3062927967612,1675.7741395388734
5705,37845,1995-04-06,1995,SAC,SAS,94.0,96.0,1404.068632594224,1857.0853043857044
5706,37846,1995-04-06,1995,WSB,PHO,123.0,127.0,1152.5177392582927,1783.2586548234844
5707,37847,1995-04-07,1995,DAL,MIN,111.0,94.0,1121.9422486981223,1041.6562911847116
5708,37848,1995-04-07,1995,LAL,UTA,113.0,90.0,1621.9637835297797,1755.352285828083
5709,37849,1995-04-07,1995,MIL,NJN,107.0,92.0,1305.157319837171,1410.8347371393932
5710,37850,1995-04-07,1995,POR,HOU,127.0,109.0,1570.7228456471698,1663.527939640552
5711,37851,1995-04-07,1995,WSB,CHH,93.0,98.0,1150.4525444160952,1628.6600959032025
5712,37852,1995-04-07,1995,ATL,IND,102.0,90.0,1589.5899429072422,1701.796223764848
5713,37853,1995-04-07,1995,BOS,PHI,91.0,81.0,1426.386518563241,1181.8531987869887
5714,37854,1995-04-07,1995,CHI,CLE,97.0,88.0,1680.7849189101637,1544.7709120520458
5715,37855,1995-04-07,1995,DET,ORL,104.0,94.0,1309.2901747328997,1739.50003779165
5716,37856,1995-04-08,1995,DAL,SEA,98.0,125.0,1118.453735540608,1821.3807165714813
5717,37857,1995-04-08,1995,NJN,MIA,103.0,93.0,1420.1485475897068,1411.654139251478
5718,37858,1995-04-08,1995,PHI,ORL,109.0,99.0,1196.5467449630821,1722.6715615253113
5719,37859,1995-04-08,1995,SAC,LAC,105.0,112.0,1387.9092753218094,1214.3067526593331
5720,37860,1995-04-08,1995,NYK,DET,113.0,96.0,1746.8046406591388,1306.2925708670045
5721,37861,1995-04-08,1995,GSW,SAS,99.0,112.0,1376.3431863223739,1863.8525402654986
5722,37862,1995-04-09,1995,LAL,SAS,87.0,101.0,1619.898810158469,1867.4408939783248
5723,37863,1995-04-09,1995,IND,CHH,97.0,68.0,1711.588964192161,1622.7168407776633
5724,37864,1995-04-09,1995,DEN,HOU,120.0,123.0,1441.3634975910015,1669.5666436058325
5725,37865,1995-04-09,1995,WSB,BOS,98.0,110.0,1143.4036056202349,1428.7901196320408
5726,37866,1995-04-09,1995,CLE,CHI,79.0,78.0,1558.4553829367032,1669.8712126700354
5727,37867,1995-04-09,1995,MIL,ATL,102.0,99.0,1318.131221064864,1574.7954933181175
5728,37868,1995-04-09,1995,POR,PHO,94.0,104.0,1567.4758669157802,1792.4076553220186
5729,37869,1995-04-10,1995,MIN,DEN,107.0,114.0,1032.1091139303549,1442.885772581926
5730,37870,1995-04-10,1995,DAL,GSW,112.0,123.0,1111.8875692065178,1379.8024881679967
5731,37871,1995-04-10,1995,CHH,BOS,119.0,95.0,1627.4693631897042,1423.971384925326
5732,37872,1995-04-11,1995,CHI,IND,96.0,89.0,1680.689320801561,1701.06601341802
5733,37873,1995-04-11,1995,HOU,DAL,147.0,156.0,1652.523650919143,1127.8110113330927
5734,37874,1995-04-11,1995,LAC,SAC,85.0,117.0,1207.738792713516,1392.439925429342
5735,37875,1995-04-11,1995,MIL,DET,114.0,109.0,1326.6069473899329,1296.0458248128732
5736,37876,1995-04-11,1995,NYK,MIA,112.0,99.0,1750.3879308695166,1408.0911782190124
5737,37877,1995-04-11,1995,ORL,CLE,107.0,90.0,1729.2481272536384,1553.4867829106843
5738,37878,1995-04-11,1995,PHI,ATL,106.0,110.0,1193.0537364455738,1576.8848352756402
